"GEO_ID","NAME","B06009_001E","B06009_001M","B06009_002E","B06009_002M","B06009_003E","B06009_003M","B06009_004E","B06009_004M","B06009_005E","B06009_005M","B06009_006E","B06009_006M","B06009_007E","B06009_007M","B06009_008E","B06009_008M","B06009_009E","B06009_009M","B06009_010E","B06009_010M","B06009_011E","B06009_011M","B06009_012E","B06009_012M","B06009_013E","B06009_013M","B06009_014E","B06009_014M","B06009_015E","B06009_015M","B06009_016E","B06009_016M","B06009_017E","B06009_017M","B06009_018E","B06009_018M","B06009_019E","B06009_019M","B06009_020E","B06009_020M","B06009_021E","B06009_021M","B06009_022E","B06009_022M","B06009_023E","B06009_023M","B06009_024E","B06009_024M","B06009_025E","B06009_025M","B06009_026E","B06009_026M","B06009_027E","B06009_027M","B06009_028E","B06009_028M","B06009_029E","B06009_029M","B06009_030E","B06009_030M",
"0500000US47187","Williamson County, Tennessee","172767","1236","6105","1566","25480","2891","32998","2776","65710","3559","42474","3494","45421","3645","1814","836","9600","1703","9654","1891","15733","1986","8620","1571","105801","4013","2190","813","12829","1950","20224","2509","42950","3160","27608","2852","1910","798","0","225","212","271","284","312","621","420","793","479","19635","2210","2101","1161","2839","1071","2836","1151","6406","1694","5453","1284",
"0500000US47189","Wilson County, Tennessee","109758","642","7521","1860","31431","2515","31436","3138","27622","2638","11748","1750","49355","3309","3905","1318","17811","2291","14843","1967","9411","1557","3385","981","52548","3372","2285","897","12251","2130","15056","2449","15687","2208","7269","1321","607","440","0","225","86","147","208","255","137","171","176","235","7248","1688","1331","692","1283","863","1329","693","2387","891","918","614",
"0500000US48005","Angelina County, Texas","58625","876","9935","1515","19309","2268","17775","1860","6418","1261","5188","1576","40159","2018","5398","1135","14074","1946","12676","1986","4440","1028","3571","1391","11273","1717","1342","565","3625","931","4047","1305","1206","604","1053","634","159","155","0","237","30","55","129","166","0","237","0","237","7034","1272","3195","861","1580","737","923","476","772","430","564","411",
"0500000US48021","Bastrop County, Texas","70088","1035","14364","2627","16762","2425","19832","2619","12477","2054","6653","1633","35193","2952","4582","1763","10096","2199","10721","1876","6613","1742","3181","1005","21579","2476","2183","976","3866","1273","8198","1926","4848","1445","2484","987","979","751","351","426","192","259","0","237","169","272","267","283","12337","1890","7248","2053","2608","1121","913","600","847","621","721","574",
"0500000US48027","Bell County, Texas","238761","510","23972","3036","57683","4427","92607","5139","43213","3684","21286","2936","89754","4914","7302","1705","23869","2611","34904","3753","16883","2376","6796","1786","102651","4962","7956","1559","23633","3289","41546","3468","19616","2493","9900","1726","14570","2122","891","571","3537","1163","6344","1185","2641","952","1157","542","31786","3652","7823","2163","6644","1539","9813","2002","4073","1070","3433","1119",
"0500000US48029","Bexar County, Texas","1337500","636","163620","9255","328924","12771","416107","11880","263643","10599","165206","8313","729872","13392","76678","6484","205490","10559","239013","9123","136713","8601","71978","5760","337083","11567","13462","3142","60185","5760","123139","7980","76908","6688","63389","4869","37104","4239","2611","854","7307","1895","14069","2902","8607","1670","4510","1324","233441","11175","70869","7542","55942","6023","39886","5035","41415","4661","25329","3721",
"0500000US48037","Bowie County, Texas","62512","1180","4337","1000","24082","2338","19644","2247","9365","1331","5084","1360","31706","2182","1765","710","13403","1987","8906","1581","4920","962","2712","975","27030","1972","1987","636","9229","1869","9791","1724","4298","906","1725","589","504","324","0","237","88","91","262","251","0","237","154","191","3272","802","585","442","1362","568","685","636","147","156","493","298",
"0500000US48039","Brazoria County, Texas","254850","926","29435","2933","63468","4400","78948","4781","53685","4225","29314","3261","140408","5777","11310","1414","40653","3987","50483","4615","26770","3515","11192","2172","64320","5139","3118","1150","14281","2043","19199","2657","16497","2736","11225","2167","4860","1622","1035","803","806","589","1491","1230","882","473","646","557","45262","3442","13972","2212","7728","1894","7775","1722","9536","1588","6251","1359",
"0500000US48041","Brazos County, Texas","127764","596","12429","2330","24927","2845","31873","2860","31644","2449","26891","3411","64802","3839","4997","1389","14704","2182","20387","2209","15488","2103","9226","1925","36203","3070","601","350","6565","1542","7814","1644","11624","1830","9599","2044","1978","842","34","59","146","118","642","392","220","264","936","679","24781","2593","6797","2006","3512","1110","3030","875","4312","1120","7130","1393",
"0500000US48061","Cameron County, Texas","255288","1126","66454","4913","64915","4803","68694","4959","38361","3634","16864","2345","136041","5828","20696","2979","40304","3953","44882","4169","20261","2977","9898","1965","30128","2471","2908","1243","7491","1504","10188","2152","5908","1058","3633","867","3705","1284","974","574","766","592","950","522","363","323","652","623","85414","5765","41876","4422","16354","2294","12674","1868","11829","1955","2681","755",
"0500000US48085","Collin County, Texas","770907","189","34053","4010","110168","6336","191293","7537","266265","7954","169128","6970","237182","8707","6216","1639","44053","4953","72245","5553","81122","4797","33546","3275","293463","8032","3804","1094","38737","3691","83373","5598","108265","6152","59284","4366","10097","2147","37","60","1832","1020","2196","856","3504","1128","2528","922","230165","6576","23996","3332","25546","3324","33479","3850","73374","5428","73770","5091",
"0500000US48091","Comal County, Texas","128918","1276","7203","1759","25441","3302","39554","3576","35021","3698","21699","2565","64353","3667","3815","1199","14143","2700","19431","2913","18606","3164","8358","1567","52065","3571","2418","1023","7838","1707","16909","2358","13641","2200","11259","1840","2449","1107","208","359","502","424","1087","645","378","329","274","244","10051","2156","762","506","2958","1355","2127","767","2396","1142","1808","934",
"0500000US48099","Coryell County, Texas","55149","1016","6070","1388","16875","1817","22468","2104","6012","1355","3724","1103","21241","1979","2790","844","6968","1002","7711","1184","2225","672","1547","668","26314","1997","1678","792","8228","1464","12156","1825","2500","892","1752","752","2740","955","363","436","512","457","1485","770","279","222","101","166","4854","1262","1239","767","1167","523","1116","499","1008","693","324","213",
"0500000US48113","Dallas County, Texas","1692266","374","301280","11091","386012","12486","401394","11152","366696","11379","236884","11079","690877","15258","69679","6050","183443","8540","204124","9016","153653","7756","79978","5595","435596","11951","21957","3092","77255","6672","117018","7385","130148","7037","89218","5968","21800","3321","1905","732","4775","1603","5200","1533","5457","1430","4463","1317","543993","12394","207739","8741","120539","7287","75052","6320","77438","6788","63225","5350",
"0500000US48121","Denton County, Texas","660143","309","43277","3971","109679","6416","179195","7797","209445","6507","118547","6293","228228","8936","10431","2858","42136","4963","70687","5607","70602","4556","34372","3616","277050","7631","8795","1931","45391","4416","80812","4763","93192","5503","48860","4244","10599","2437","740","530","1189","614","4023","1612","2800","915","1847","845","144266","6859","23311","2961","20963","3338","23673","3077","42851","3897","33468","3200",
"0500000US48135","Ector County, Texas","98119","1991","23897","3105","25793","2517","33424","3487","11591","2880","3414","880","57585","3303","9730","2276","17181","2183","23134","3461","6302","1803","1238","469","18324","2502","4168","1699","4919","1523","5175","1449","2855","1439","1207","684","811","477","235","239","172","219","362","372","0","237","42","73","21399","3383","9764","2115","3521","1248","4753","1835","2434","959","927","508",
"0500000US48139","Ellis County, Texas","135668","1135","14925","2369","36688","3535","41101","3618","30236","3252","12718","2434","79542","4345","5752","1380","23484","2958","25651","2742","17363","2332","7292","1748","37860","3480","1264","561","8144","1633","12798","2168","10691","1923","4963","1421","852","659","0","237","10","3","540","520","187","261","115","214","17414","2987","7909","2140","5050","1963","2112","806","1995","821","348","313",
"0500000US48141","El Paso County, Texas","546029","588","103150","6270","138191","6281","163967","6943","94135","6055","46586","4699","255065","8950","23998","2908","71091","4328","89626","5831","47712","4068","22638","3192","87804","5575","5846","1380","20994","2732","31198","3792","19689","2532","10077","1849","12737","2576","1594","897","1862","734","4728","1491","3074","1579","1479","611","190423","8200","71712","5634","44244","4110","38415","3896","23660","3141","12392","2928",
"0500000US48157","Fort Bend County, Texas","576638","152","47719","5563","93168","6277","145893","9242","181381","8996","108477","6958","197697","8822","13245","2856","44373","4443","63013","6855","54004","5517","23062","3044","141333","8727","3959","1471","19653","3251","43591","5560","50286","5178","23844","3963","8583","2294","843","782","1308","802","1611","734","3510","1580","1311","841","229025","9144","29672","4200","27834","3994","37678","4899","73581","6105","60260","5296",
"0500000US48167","Galveston County, Texas","242749","1204","23821","2746","61026","4415","73339","4923","55549","3563","29014","2761","125899","5151","10479","2132","34425","3783","42500","3680","28280","3113","10215","1592","77628","4164","2892","869","17784","2423","23550","2787","20579","2440","12823","1786","4700","1735","206","202","1280","822","1861","956","853","614","500","409","34522","3146","10244","1986","7537","1999","5428","1438","5837","1537","5476","1259",
"0500000US48181","Grayson County, Texas","97311","877","9034","1762","28944","3070","32759","2984","18133","2624","8441","1569","51330","3499","3571","1076","15853","2205","19092","2439","7829","1679","4985","1200","35110","3347","1886","773","10103","1674","12474","2308","7833","1891","2814","793","558","312","0","237","95","109","172","153","205","197","86","161","10313","1546","3577","1044","2893","948","1021","529","2266","1050","556","505",
"0500000US48183","Gregg County, Texas","80607","1404","10171","1913","23956","3154","27450","2563","11956","1878","7074","1369","47034","2758","4283","1084","14530","2078","16952","2358","7307","1565","3962","1049","22195","2574","1969","843","6137","1431","8400","1688","3466","877","2223","741","893","413","0","237","71","115","391","301","327","312","104","174","10485","1640","3919","1092","3218","1476","1707","860","856","612","785","441",
"0500000US48187","Guadalupe County, Texas","121980","837","12244","2237","34539","3387","37462","2865","26401","3074","11334","1667","65561","4010","6400","1769","20639","3109","19877","2557","13175","2197","5470","1416","40652","3313","1745","575","10817","2052","13170","2037","10379","1725","4541","1107","2851","927","296","277","363","332","985","586","817","506","390","400","12916","2865","3803","1337","2720","1034","3430","1437","2030","1045","933","506",
"0500000US48201","Harris County, Texas","3085911","533","540358","16968","714858","16916","777663","17808","648621","17950","404411","12387","1226569","21276","106034","6295","349147","14196","377351","14314","267800","10668","126237","7638","722208","17071","37036","4685","128510","8761","213018","9391","202888","8750","140756","7279","57015","5050","7444","2608","12900","2519","15050","2777","12765","2173","8856","1863","1080119","20426","389844","14396","224301","12539","172244","9149","165168","10456","128562","8167",
"0500000US48203","Harrison County, Texas","48078","658","4550","1289","17239","2487","15943","1962","6847","1797","3499","1133","30538","1897","1995","708","11260","2174","10757","1904","4346","1458","2180","819","12837","1947","714","442","3969","1013","4869","1259","1966","913","1319","682","468","358","0","237","185","236","190","234","93","155","0","237","4235","1208","1841","1084","1825","908","127","168","442","350","0","237",
"0500000US48209","Hays County, Texas","166832","833","11113","2728","33351","3885","44293","4126","52200","4163","25875","3062","92333","3697","5947","1652","20069","2916","25897","3546","28438","3441","11982","2084","53817","3400","1099","562","8541","1740","15134","2652","18552","2352","10491","1748","3737","1164","434","416","572","436","874","447","1518","873","339","330","16945","2444","3633","1702","4169","1364","2388","745","3692","1136","3063","1219",
"0500000US48213","Henderson County, Texas","60198","346","5863","1214","20048","1933","21921","2161","8057","1348","4309","1197","39019","2765","3545","972","12194","1819","14571","2127","5786","1062","2923","992","16214","1961","793","316","5859","1062","6603","1414","1970","839","989","412","431","348","44","86","119","176","225","265","0","237","43","61","4534","1620","1481","602","1876","1251","522","273","301","300","354","337",
"0500000US48215","Hidalgo County, Texas","511077","829","154789","7286","129163","5038","118150","5954","76034","5999","32941","3318","239318","7682","38474","4109","71252","4551","72117","5236","41037","3512","16438","2323","59043","4848","8282","1892","17351","3220","18134","2558","8542","1550","6734","1377","4562","1088","1433","615","534","340","1123","635","1105","562","367","318","208154","6746","106600","6423","40026","3562","26776","3173","25350","4604","9402","1984",
"0500000US48221","Hood County, Texas","48648","771","2811","836","14772","1803","15012","1862","11261","1716","4792","1096","24867","1963","1514","663","7953","1417","7967","1765","5708","1252","1725","686","20008","2134","558","315","5392","1384","6402","1240","4748","1397","2908","859","234","285","6","13","7","15","55","95","166","210","0","237","3539","1197","733","481","1420","748","588","483","639","679","159","152",
"0500000US48231","Hunt County, Texas","71203","1048","7283","1408","25748","3180","22915","3092","10482","1679","4775","1281","43372","2754","3545","1066","15677","2691","15731","2745","6011","1416","2408","856","20656","2406","1952","741","7383","1598","5847","1462","3594","1119","1880","786","1322","1040","21","27","272","324","466","461","393","439","170","287","5853","1410","1765","927","2416","1193","871","527","484","458","317","380",
"0500000US48245","Jefferson County, Texas","167986","400","25987","3412","49876","3660","55774","4210","26156","3147","10193","1891","108726","3200","11656","2346","32636","3077","42023","3556","17161","2371","5250","1359","33559","2723","4108","1164","11385","1881","9935","1801","4882","1174","3249","1097","1332","634","526","547","484","322","126","169","0","237","196","218","24369","2302","9697","2016","5371","1513","3690","1534","4113","1213","1498","720",
"0500000US48251","Johnson County, Texas","128980","1196","14458","2370","41506","3694","42027","3725","23391","2923","7598","1804","79083","4716","7246","1769","27747","3621","26159","3140","13547","2426","4384","1440","34867","3750","3316","1514","10187","1757","12441","2440","6644","1623","2279","804","1508","1079","462","539","135","107","218","220","693","578","0","237","13522","2369","3434","1033","3437","1232","3209","1368","2507","985","935","669",
"0500000US48257","Kaufman County, Texas","108618","1171","17383","2435","29952","2968","30782","3513","21791","3356","8710","1932","56215","4523","6656","1551","17555","3177","17729","2513","10269","2561","4006","1331","29587","4242","3218","1416","7901","2029","8420","1599","7085","1698","2963","1245","1573","953","0","237","349","316","786","774","339","356","99","193","21243","3772","7509","2163","4147","1298","3847","1346","4098","1978","1642","859",
"0500000US48291","Liberty County, Texas","63366","964","13388","2144","24962","3149","19320","2494","4439","1478","1257","638","39186","3010","6429","1738","15940","2422","13000","2007","2855","1345","962","571","11474","2473","1535","717","4156","1172","4288","1280","1200","770","295","250","977","718","468","568","406","402","94","176","9","19","0","237","11729","1378","4956","1151","4460","1992","1938","1331","375","377","0","237",
"0500000US48303","Lubbock County, Texas","189487","851","20392","2781","47925","3505","54747","3590","39940","2744","26483","2244","122165","3857","12459","2079","33844","3102","36042","3186","25331","2219","14489","1952","48190","3320","3294","908","10758","1723","15431","2267","10610","1487","8097","1166","1595","880","19","33","101","122","531","501","426","372","518","458","17537","2471","4620","1411","3222","1149","2743","866","3573","999","3379","1028",
"0500000US48309","McLennan County, Texas","163373","1068","18973","2923","42241","3447","57473","4438","26036","3286","18650","2543","98090","4545","10002","2491","29196","3180","36537","3713","13971","2240","8384","1549","44212","3677","1552","850","7742","1800","16260","2700","9637","1757","9021","1747","2211","999","83","136","336","412","1277","822","445","338","70","121","18860","2805","7336","1903","4967","1625","3399","1362","1983","1016","1175","765",
"0500000US48329","Midland County, Texas","107172","677","15054","2316","27576","4084","31782","3437","21234","2796","11526","2761","63327","4088","5919","1692","17620","3109","21775","3117","12106","2596","5907","2402","22176","2770","1119","731","4407","1346","7416","1746","6153","1612","3081","1050","1078","717","0","237","200","181","237","243","42","60","599","644","20591","3062","8016","2114","5349","2135","2354","849","2933","1520","1939","918",
"0500000US48339","Montgomery County, Texas","446315","1355","39801","3957","101502","6660","124667","6538","117792","6041","62553","4914","184432","7361","12004","2303","48818","4788","54678","4999","47392","4875","21540","3576","168927","7245","5153","1514","32715","4117","53604","5087","49997","4147","27458","3196","12355","2694","2778","1550","2286","1033","1743","929","4221","1647","1327","669","80601","4856","19866","3157","17683","3625","14642","2743","16182","3035","12228","2003",
"0500000US48355","Nueces County, Texas","231955","510","37416","3730","67106","4880","73584","5296","33736","4006","20113","2274","161460","3890","24752","3058","51438","3992","53585","4691","20768","3280","10917","1932","43225","3515","2573","892","11003","2520","14692","2738","8998","1840","5959","1238","2650","928","732","551","491","296","1170","686","105","123","152","164","24620","2953","9359","2104","4174","1188","4137","942","3865","1403","3085","849",
"0500000US48361","Orange County, Texas","56727","874","5110","1590","18914","2559","22085","2557","8032","1724","2586","959","38096","2649","2459","1106","14458","2316","14179","2304","5207","1277","1793","864","15743","2322","1751","934","3502","913","7564","1879","2300","861","626","372","547","383","61","104","237","251","58","100","191","262","0","237","2341","644","839","544","717","595","284","247","334","355","167","166",
"0500000US48367","Parker County, Texas","112086","869","8303","2189","27142","3201","36869","3304","27447","3624","12325","1971","61149","3455","4786","1601","15498","2519","19454","2619","15868","3112","5543","1287","43877","3571","2210","774","10031","1984","15801","2451","9978","2070","5857","1677","896","592","0","237","335","403","387","273","117","167","57","79","6164","1451","1307","985","1278","686","1227","685","1484","775","868","518",
"0500000US48375","Potter County, Texas","72917","784","15221","2185","23600","2706","21221","2268","8015","1667","4860","1292","41565","2611","5719","1537","14409","2165","12864","1921","5910","1560","2663","1044","17460","1969","2757","892","5303","1099","6090","1389","1820","598","1490","623","683","513","282","386","211","295","87","144","0","237","103","175","13209","1851","6463","1459","3677","1261","2180","869","285","254","604","719",
"0500000US48381","Randall County, Texas","96579","670","6031","1396","23688","2891","36215","2810","20301","2042","10344","1563","59739","2994","2936","1050","14176","1892","21723","2423","14019","1922","6885","1429","30027","2887","1161","704","7666","1893","12389","2097","5844","1183","2967","766","611","439","0","237","87","111","407","412","82","99","35","61","6202","1508","1934","940","1759","851","1696","606","356","320","457","344",
"0500000US48397","Rockwall County, Texas","81289","853","5688","1450","15872","2920","26187","2628","20923","2083","12619","2222","37817","3037","1673","739","8307","2504","13661","1899","9227","1829","4949","1363","32122","2591","1728","943","5334","1423","9731","1602","9463","1559","5866","1385","1286","725","144","256","126","242","246","198","462","402","308","312","10064","1924","2143","906","2105","1151","2549","898","1771","735","1496","687",
"0500000US48409","San Patricio County, Texas","45845","1107","7533","1500","17540","1956","12752","1620","5610","1390","2410","969","33458","2318","5240","1107","13791","1977","9146","1342","3710","1053","1571","891","7773","1318","604","611","2374","849","2963","796","1063","536","769","480","470","418","95","147","305","363","0","237","0","237","70","115","4144","1868","1594","1019","1070","689","643","374","837","790","0","237",
"0500000US48423","Smith County, Texas","159265","931","18386","3338","37023","4136","60973","4568","28277","3312","14606","1945","98689","4016","8596","1880","25583","3281","39756","3798","16771","2874","7983","1581","43245","3900","2844","1619","8476","1949","17569","3071","9168","1669","5188","1175","2854","1112","332","288","691","508","1055","886","606","408","170","153","14477","1841","6614","1585","2273","966","2593","891","1732","903","1265","537",
"0500000US48427","Starr County, Texas","36978","*****","12633","1757","8786","1411","9653","1700","3925","1075","1981","980","18355","1869","3403","1338","5038","1254","6275","1466","2279","999","1360","788","1902","859","158","142","683","596","750","532","225","206","86","142","810","664","180","234","164","258","466","515","0","237","0","237","15911","1832","8892","1813","2901","956","2162","828","1421","700","535","488",
"0500000US48439","Tarrant County, Texas","1400304","580","181743","10254","327286","11271","409291","11403","315956","9787","166028","7382","591263","15332","46749","5367","158124","9888","195166","9131","126978","6590","64246","4781","470393","13910","25197","3858","95313","7443","155859","7781","123681","6326","70343","4296","26515","3484","2944","1327","4999","1514","6983","1657","7680","2171","3909","1149","312133","10696","106853","7587","68850","6534","51283","4635","57617","5052","27530","3100",
"0500000US48441","Taylor County, Texas","89055","1168","9283","1532","24831","2630","29987","2733","17712","2190","7242","1444","56353","2636","5726","1377","16495","1961","17766","2333","11981","1851","4385","1133","22458","2636","1522","537","5150","1102","9747","2035","4026","785","2013","1075","988","532","34","58","368","372","322","250","252","264","12","22","9256","2229","2001","582","2818","1448","2152","876","1453","490","832","447",
"0500000US48451","Tom Green County, Texas","77318","651","10225","2066","20960","2436","27045","2462","12815","1974","6273","1511","51534","3295","6834","1535","14468","1897","17412","2079","8877","1764","3943","1138","18135","2651","945","480","4735","1216","7764","1784","3108","1236","1583","666","923","441","16","27","150","182","415","334","266","236","76","100","6726","2133","2430","1553","1607","913","1454","692","564","381","671","434",
"0500000US48453","Travis County, Texas","938274","501","76635","7332","126316","7887","200633","9463","329953","12134","204737","10179","377268","10738","24383","3796","64853","6310","88634","5933","132548","7655","66850","5747","346783","9978","5770","1655","30313","4397","79092","6134","143935","7015","87673","5772","20682","3044","956","665","2417","1045","4728","1739","8194","1950","4387","1436","193541","9268","45526","6286","28733","4902","28179","4231","45276","5125","45827","4381",
"0500000US48469","Victoria County, Texas","59267","1073","10125","2094","17639","1977","20660","2382","8108","1608","2735","1085","45810","2227","8201","1804","13283","1664","16870","2113","6119","1339","1337","558","8382","1505","359","421","3239","1040","2701","903","1613","684","470","295","492","492","140","221","119","199","233","296","0","237","0","237","4583","1596","1425","723","998","637","856","618","376","287","928","892",
"0500000US48471","Walker County, Texas","52631","1829","6665","1179","18100","2804","14854","2660","9109","1779","3903","1256","33955","2711","3742","896","12566","2766","10289","2165","4562","1269","2796","1202","11590","2593","1319","464","4286","1242","2838","1440","2593","1268","554","372","1174","541","0","237","149","205","637","478","264","400","124","172","5912","1766","1604","685","1099","739","1090","919","1690","916","429","682",
"0500000US48479","Webb County, Texas","153782","337","44379","3156","35477","3522","39499","3791","25525","3607","8902","1640","79595","4048","13925","2883","19547","2304","24762","2953","15954","3032","5407","1428","9767","1584","1228","518","1693","728","4095","1380","1921","840","830","528","2654","1031","600","417","867","654","361","344","134","190","692","469","61766","3783","28626","3884","13370","2518","10281","2063","7516","2130","1973","746",
"0500000US48485","Wichita County, Texas","84089","681","11355","1738","25208","2255","27549","2207","12912","1890","7065","1197","45169","2391","6892","1392","14073","1691","14869","2095","6064","1185","3271","850","30962","1994","1776","558","9417","1492","11005","1503","5636","1049","3128","773","946","564","43","94","460","448","84","141","320","275","39","67","7012","1257","2644","1040","1258","525","1591","586","892","410","627","310",
"0500000US48491","Williamson County, Texas","457034","168","24656","3299","76788","5417","125590","5569","146758","5882","83242","5685","170078","7527","6671","1737","36328","4134","54695","4106","51639","4140","20745","2873","175521","7084","4246","1113","26646","3241","53309","4724","59549","4085","31771","3452","12319","2669","965","1135","1719","1127","2896","1027","4763","1462","1976","933","99116","5397","12774","2997","12095","2600","14690","2509","30807","3518","28750","3285",
"0500000US48497","Wise County, Texas","51049","776","5759","1329","18427","2098","14383","1985","9457","1355","3023","838","30117","1728","2318","672","11380","1892","9053","1693","5975","1207","1391","473","15044","1857","1303","608","5453","1206","4373","1052","2524","682","1391","587","841","907","0","237","27","58","459","452","355","471","0","237","5047","1100","2138","948","1567","897","498","311","603","581","241","175",
"0500000US49005","Cache County, Utah","72266","806","3156","742","13080","1782","24824","2339","19995","1897","11211","1464","40358","2194","757","423","6798","1445","15211","1880","12252","1314","5340","904","25427","2070","850","431","4279","916","8882","1766","6754","1063","4662","1075","411","273","6","14","209","283","63","82","61","106","72","90","6070","1316","1543","663","1794","891","668","447","928","551","1137","664",
"0500000US49011","Davis County, Utah","222703","1352","7843","1555","45144","3674","78658","3917","59162","3532","31896","2748","129736","3962","3696","1123","28204","3296","44953","3294","35590","2773","17293","2125","74721","3924","1650","706","12847","1703","28035","2888","20157","2424","12032","1422","4009","1334","63","73","1015","679","1846","852","607","380","478","355","14237","2281","2434","1104","3078","1117","3824","1186","2808","963","2093","909",
"0500000US49035","Salt Lake County, Utah","768693","493","68651","5639","172644","7921","228695","8874","190506","7795","108197","6161","364880","8207","19439","2632","91341","6540","126634","5990","86440","5220","41026","2913","258573","6767","11148","2445","45789","4029","74136","5531","79572","4486","47928","3563","9255","1925","347","317","1150","736","2779","827","3175","1108","1804","934","135985","6620","37717","4656","34364","4114","25146","3144","21319","3083","17439","2031",
"0500000US49045","Tooele County, Utah","47722","703","4187","1098","14246","1602","18596","1801","7398","1298","3295","1088","28838","2349","2626","962","9277","1505","10823","1878","4319","1026","1793","863","15302","2205","1145","526","3557","920","7042","1476","2663","763","895","536","383","413","0","204","0","204","84","109","27","45","272","405","3199","965","416","228","1412","762","647","529","389","200","335","268",
"0500000US49049","Utah County, Utah","359974","1091","17848","2277","56938","4077","126139","5045","109523","4062","49526","3239","175505","4536","6965","1150","31775","2965","67055","4116","48389","3180","21321","1857","136007","4801","2993","764","15228","1634","45536","3585","49714","3019","22536","2120","4396","970","226","289","418","249","1311","499","1867","697","574","305","44066","2305","7664","1412","9517","1631","12237","1709","9553","1740","5095","1078",
"0500000US49053","Washington County, Utah","130774","880","8737","1580","25407","2676","48712","2838","30271","2945","17647","2343","53294","3492","1725","591","10835","1855","20772","2300","12064","1766","7898","1622","64582","3847","2766","957","12108","1768","24494","2961","16354","2381","8860","1672","841","571","91","108","77","129","245","248","364","521","64","106","12057","1905","4155","1163","2387","815","3201","1140","1489","668","825","428",
"0500000US49057","Weber County, Utah","171613","599","13118","1802","48834","4360","60368","3835","32528","3087","16765","2144","95349","4038","3922","1075","29795","3308","35998","3024","17682","2301","7952","1283","57503","3979","3138","890","14111","2101","20630","2718","12310","1878","7314","1507","2777","950","243","239","784","592","935","519","619","422","196","224","15984","2130","5815","1282","4144","1439","2805","922","1917","762","1303","554",
"0500000US50007","Chittenden County, Vermont","114817","842","3988","1146","15228","2246","25792","2405","39450","2814","30359","3063","39598","3029","1607","640","8615","1716","10957","1622","11737","1781","6682","1331","63017","3316","946","575","5091","1225","12430","1735","24543","2659","20007","2440","731","401","0","168","0","168","274","262","47","78","410","283","11471","1734","1435","720","1522","614","2131","913","3123","1028","3260","1112",
"0500000US51003","Albemarle County, Virginia","78971","683","4507","1322","12082","1571","15120","1949","24193","1939","23069","2418","28825","2315","2922","1063","6709","1265","7117","1716","7128","1400","4949","1191","40957","2336","742","529","3460","878","7243","1768","14485","1796","15027","1942","1107","478","111","184","167","184","160","209","216","170","453","262","8082","1143","732","530","1746","664","600","339","2364","712","2640","692",
"0500000US51013","Arlington County, Virginia","172399","1126","7392","1475","12145","1994","18019","2346","61474","3522","73369","3685","18245","2268","1128","371","1396","545","2675","1084","7693","1446","5353","1125","102767","3521","860","296","3946","903","7449","1602","39904","3269","50608","3432","6211","1518","45","80","404","394","1015","653","2694","933","2053","656","45176","3283","5359","1515","6399","1876","6880","1557","11183","2101","15355","2036",
"0500000US51015","Augusta County, Virginia","58343","655","6135","1377","23545","2596","14595","1927","8659","1389","5409","1070","37568","2329","4375","1198","17351","2402","9441","1794","4560","1110","1841","592","18292","2278","698","382","5841","1505","4758","1032","3694","810","3301","995","408","293","0","214","102","128","127","170","76","127","103","162","2075","581","1062","553","251","269","269","265","329","299","164","203",
"0500000US51019","Bedford County, Virginia","59379","639","3551","1081","16996","2081","16611","1793","14514","2519","7707","1446","31284","2548","2392","715","12127","2024","8652","1274","5565","1676","2548","682","25789","2494","948","661","4652","1169","7445","1461","7855","1689","4889","1298","458","316","45","93","32","55","155","166","145","196","81","155","1848","555","166","188","185","189","359","263","949","355","189","198",
"0500000US51041","Chesterfield County, Virginia","256793","708","15518","2250","54741","3977","68331","4076","74594","4773","43609","3872","111563","6273","6794","1543","28682","3481","30398","2835","30746","3294","14943","2219","108552","5604","2710","895","15469","2345","30035","2779","37235","4210","23103","3273","6000","1215","398","371","873","623","2170","899","2001","814","558","395","30678","3897","5616","1769","9717","2439","5728","1669","4612","1304","5005","1251",
"0500000US51059","Fairfax County, Virginia","783879","174","48294","4917","94366","6053","128087","5822","252014","6860","261118","6630","103907","4247","3064","787","17229","2866","19188","2361","39736","3463","24690","2511","349638","7135","4287","994","26245","2964","52418","3329","120206","4934","146482","5024","23099","2858","828","581","2097","715","4722","1508","7035","1294","8417","1466","307235","7641","40115","4519","48795","4396","51759","4268","85037","4849","81529","4300",
"0500000US51061","Fauquier County, Virginia","51678","465","4296","1245","13281","1994","12675","1667","12787","1929","8639","1366","18009","2022","2004","1038","6296","1543","4530","977","3233","937","1946","652","26258","2080","1175","683","5359","1057","6944","1167","7542","1522","5238","1117","765","356","42","83","65","110","359","291","118","109","181","180","6646","1121","1075","493","1561","567","842","537","1894","788","1274","690",
"0500000US51069","Frederick County, Virginia","66805","448","5645","1540","22296","2532","17007","2152","13668","1982","8189","1348","29541","2259","2984","881","12579","1897","7447","1488","4813","976","1718","596","30219","2085","914","481","8692","1674","7702","1328","7314","1317","5597","1172","930","499","0","214","407","368","194","257","179","148","150","141","6115","1387","1747","1204","618","425","1664","655","1362","710","724","453",
"0500000US51085","Hanover County, Virginia","79173","684","4176","896","17855","1954","21425","2071","22007","1803","13710","1945","49169","2282","3167","806","13515","1826","13659","1660","12428","1651","6400","1510","25452","1938","660","377","3884","1089","6726","1193","8099","1317","6083","1272","1299","519","91","133","0","214","466","333","384","244","358","290","3253","926","258","274","456","324","574","377","1096","561","869","477",
